出発地のノード番号,到着側のノード番号,ウェイの距離[m]
12447,12385,41.85
12385,12295,32.62
12295,12200,17.16
12200,12052,24.61
12052,11900,38.9
9081,9083,19.1
9083,9085,12.0
9085,9087,27.15
9087,9088,16.12
9088,9089,15.86
9089,9091,20.31
9091,9092,13.24
9092,9564,11.73
9564,9126,26.37
19236,19265,107.52
4991,18097,9.84
18097,4962,5.88
4962,4977,6.56
4977,18096,4.17
18096,4967,5.1
4967,4963,11.32
4963,4993,8.98
4993,4997,34.33
4997,5009,4.85
5009,4999,6.52
4999,4991,8.86
4994,5012,39.32
5012,5011,7.28
5011,5010,7.21
5010,4992,8.72
4992,5008,5.75
5008,4985,1.52
4985,4998,4.98
4998,4970,1.39
4970,4983,3.0
4983,4996,4.13
4996,4973,7.08
4991,4974,8.87
4974,5006,5.29
5006,4972,4.66
4972,4986,4.25
4986,4964,5.36
4964,5004,4.72
5004,4979,4.7
4979,4996,3.53
4962,4975,4.51
4975,18098,5.83
18098,5001,5.47
5001,18099,3.81
18099,18100,2.54
18100,4981,4.56
4981,18101,3.85
18101,4969,3.98
4969,18102,2.23
18102,5007,3.47
5007,4988,2.74
4988,4990,5.69
4990,18103,4.4
18103,4965,5.5
4965,4984,8.2
4984,18104,2.74
18104,5003,5.11
5003,18105,3.18
18105,5002,4.55
5002,18106,3.57
18106,4971,2.63
4971,18107,2.27
18107,4966,3.5
4966,4995,6.48
4995,4989,10.31
4989,4968,2.17
4968,5004,11.01
19372,19376,15.88
19376,19373,6.16
19373,19374,2.1
19374,19375,3.96
19375,19380,5.56
19380,19383,12.97
19383,13097,2.05
13097,19382,1.18
19382,13098,2.09
13098,13094,6.37
13094,19379,4.62
19379,19378,19.35
19378,19377,1.57
19377,13099,55.46
13099,6496,12.28
19376,19381,10.19
6773,6778,13.58
6564,6566,29.35
6566,6780,75.26
6780,6781,17.75
6781,6783,13.7
6783,6786,7.81
6786,6788,25.09
6788,6636,47.45
6636,6637,9.32
6637,6634,13.65
6634,6632,10.62
6632,6790,6.81
6790,6789,6.39
6789,6624,9.73
6624,6785,8.36
6785,6782,7.47
6782,6779,25.02
6779,6592,46.41
6592,6593,10.49
6593,6762,5.33
6762,6768,7.61
6768,6772,5.21
6772,6775,7.7
6775,6776,6.96
6776,6778,1.99
6778,6781,13.25
18177,2216,120.39
2216,18179,9.74
18179,18178,18.29
18178,2239,12.92
19596,11920,117.99
11920,19599,25.61
19599,19602,15.11
19602,19609,16.61
19609,19624,29.08
19624,19646,22.48
12420,12421,27.26
12421,12428,106.28
12428,12418,81.38
12418,12424,51.46
12424,12423,35.49
12423,12431,47.26
12431,12429,23.38
12429,12425,17.49
12602,12604,47.28
12604,12605,105.4
12605,12603,24.01
12603,12601,24.65
12420,12452,61.04
12452,12456,9.67
12456,12450,11.02
12450,12454,126.92
12454,12451,18.83
12451,12455,57.76
12455,12453,28.41
19691,13280,19.86
13280,13279,103.45
13279,13278,23.01
13278,13283,3.17
14229,14224,40.42
14224,14223,3.54
14223,14227,16.49
14227,14226,3.91
14226,14225,3.85
14225,14222,30.34
14222,14220,7.3
14220,14221,6.72
14221,14228,106.68
14228,14230,33.93
14230,17907,30.62
14206,14211,69.29
14219,17909,55.61
10314,16432,11.88
16432,16460,192.82
16460,3551,7.32
5656,5655,3.42
5655,5657,5.35
5657,23977,5.22
23977,17218,16.57
17218,17217,15.05
17217,5654,4.73
5654,5646,24.66
5646,23673,3.06
23673,23990,34.36
23990,23996,9.24
23996,5637,36.9
5637,5638,42.71
5638,6770,12.5
6770,6709,5.29
6709,6710,4.6
6710,6769,8.42
6769,6711,7.52
6711,5644,6.47
5671,14285,4.72
14285,5668,4.29
5668,14284,5.08
14284,5667,5.52
5667,5666,15.76
5666,5669,27.04
5669,5670,8.04
5670,5676,65.55
5676,5675,9.62
5675,5673,8.7
5673,5672,9.88
5672,6708,7.77
6708,10137,16.05
5641,6767,9.78
6767,6712,7.31
6712,5644,6.52
5654,5660,16.81
5660,5664,41.72
5664,5657,16.15
5656,5659,22.97
5659,5661,22.36
5661,20018,20.86
20018,5663,6.08
5663,6706,11.84
6706,10136,13.66
5646,23962,9.3
23962,20860,12.61
5643,6766,5.28
6766,6729,0.16
6729,6765,6.95
6765,6764,4.31
6764,5641,5.89
5680,5682,9.99
5682,5683,19.46
5683,5685,18.11
5685,5686,13.29
5686,5684,12.33
5684,10138,10.46
10138,10139,9.89
10139,6707,8.2
6707,10140,17.84
5664,5670,17.09
5670,5674,14.8
5674,5677,4.43
5677,5678,6.46
5678,5680,8.84
5680,5681,3.85
5681,5679,11.05
5679,19369,13.5
19369,19366,13.02
19366,567,16.1
23673,23674,32.49
23674,6705,13.07
6705,10148,23.72
10148,4506,2.48
4506,5645,39.81
5645,15595,14.56
15595,5642,10.01
5642,5640,16.66
5640,5639,6.66
5639,10146,6.51
10146,15596,23.37
15596,5636,8.32
5636,5635,46.22
5635,5637,77.95
5637,5633,18.38
5633,5634,24.03
5634,17457,14.3
15650,19716,23.19
19716,19715,21.25
19715,19712,16.41
19712,19709,20.83
19709,19710,16.25
19710,19713,24.4
19713,19707,17.82
19707,19705,19.62
19705,19703,14.47
19703,19702,4.48
19702,19699,12.1
19699,19692,20.53
19692,19686,21.33
19686,19678,16.76
19678,19669,16.46
19669,19663,40.08
19663,19662,20.56
19662,19660,14.06
19660,19658,11.97
19658,19656,14.32
19656,19650,17.42
19650,19648,13.41
19648,19643,20.4
19643,19641,22.47
19641,19638,30.8
19638,13521,16.97
13521,19637,3.19
19637,19636,11.69
19636,19633,16.35
19633,19623,37.07
19623,19611,27.5
19611,19604,23.33
19604,19603,16.89
19603,19598,18.81
19598,19597,19.79
19597,19593,33.89
19593,19589,40.1
19589,19587,20.69
19587,19585,29.79
19585,19583,44.54
19583,19579,24.26
19579,19576,29.96
19576,19577,20.01
19577,19578,15.16
19578,19582,34.23
19582,19584,23.34
19584,19580,13.53
19580,19574,18.21
19574,19572,14.44
19572,19571,8.9
19571,19568,20.06
19568,19567,48.61
19567,19565,21.59
19565,19564,14.74
19564,19566,15.38
19566,19570,12.38
19570,19573,14.24
19573,19586,51.96
19586,19590,49.58
19590,19592,17.93
19592,19595,31.22
19595,19600,37.49
19600,19606,34.04
19606,19610,19.85
19610,19613,6.51
19613,19617,7.57
19617,19619,9.37
19619,19622,8.03
19622,19626,24.78
19626,19627,20.72
19627,19629,8.38
19629,19630,7.84
19630,19632,8.05
19632,21907,9.89
21907,21908,54.56
21908,19640,13.25
19640,19642,13.06
19642,19645,24.38
19645,19647,18.63
19647,19655,30.96
19655,19664,60.65
19664,19667,15.01
19667,19668,16.9
19668,19680,23.72
19680,19690,14.63
19690,19693,18.13
19693,19700,17.84
19700,19714,16.76
19714,19719,12.52
19719,19722,14.83
19722,19724,13.36
19724,19725,15.93
19725,19723,17.33
19723,19721,28.61
19721,19720,25.09
19720,19718,25.07
19718,19717,37.26
19717,15650,29.8
13590,5482,21.38
5482,13568,19.44
13568,13567,4.09
13567,13565,7.55
13565,13560,6.48
13560,13561,8.34
13561,13556,9.19
13556,13549,8.22
13549,13547,9.63
13547,13535,11.81
13535,13528,22.37
13528,21905,116.38
13422,13434,21.85
13434,13453,19.78
13453,13459,20.95
13459,13463,20.84
13463,13471,19.78
13471,13481,31.44
13481,13488,16.53
13488,13496,21.28
13496,13502,21.65
13502,13512,33.82
13512,13516,28.78
13516,13517,3.02
13517,13518,15.63
13518,13521,5.4
13557,13539,79.86
13539,13531,55.38
13531,13528,36.53
13528,13529,4.34
13529,13537,8.66
13537,13543,5.45
13543,13551,8.12
13551,13563,8.0
13563,13566,5.66
13566,13569,6.22
13569,13573,7.3
13573,13582,5.72
13582,13588,4.58
13588,13591,6.74
13591,13597,4.53
13597,13598,3.87
13544,13534,78.53
13545,1377,5.28
1377,13532,5.04
13532,1363,11.13
1363,1347,10.6
1347,13526,10.12
21903,13523,26.25
1380,19702,21.84
19702,13654,31.83
13654,13650,16.17
13650,13644,12.56
13644,13641,15.79
13641,13637,17.1
13637,13630,18.67
13630,13625,13.7
13625,13621,12.35
13621,1381,3.34
1381,13613,13.47
13613,13609,26.62
13609,13600,18.17
13600,13592,23.26
13592,13581,23.4
13581,13576,12.11
13576,13575,13.57
13575,13583,11.93
13583,13589,10.67
13589,13594,10.46
13594,13595,12.2
13595,13590,17.12
13590,13618,78.5
13618,13624,15.97
13624,13631,13.74
13631,13635,13.9
13635,13640,16.55
13640,13649,22.78
13649,13656,12.72
13656,13677,11.21
13677,17174,8.79
17174,15625,45.37
13578,1349,9.57
1349,1360,9.91
1360,13564,11.74
13564,13545,12.92
13545,13544,6.5
13520,13519,15.86
13519,19636,18.58
19636,13516,13.14
13516,16806,30.91
13654,13674,26.26
13674,13688,22.45
13688,13691,26.4
13691,13695,24.42
13695,17174,21.65
3180,3177,11.82
3177,3178,17.62
5930,5929,13.9
5929,3173,22.29
3173,3179,24.78
3179,3181,19.35
3177,3174,9.69
3174,3175,6.08
3183,3180,75.94
3180,3179,24.94
3179,3176,5.38
16838,18109,48.09
22961,22962,5.43
22962,22964,4.72
22964,22966,3.58
22966,22967,4.69
22967,22965,4.35
22965,22963,5.38
22963,22960,5.12
22960,22957,4.84
22957,22955,4.5
22903,22902,4.6
22902,22901,2.17
22901,22899,1.9
22899,22898,2.13
22898,22896,1.4
22896,22895,2.52
22895,22894,2.51
22894,22893,1.51
22893,22892,16.53
22892,22891,4.29
22891,22889,5.58
22889,22887,5.16
22887,22884,3.96
22884,22885,3.02
22885,22886,8.19
22874,22878,7.56
22878,22877,8.46
22877,22876,2.26
22876,22875,3.79
22875,22873,5.29
22873,22871,5.76
22871,22867,6.41
22867,22860,5.73
22860,22855,5.82
22855,22851,5.0
22851,22852,5.24
22852,22853,5.94
22853,22856,5.54
22856,22859,5.17
22859,22864,4.15
22864,22865,4.46
22799,22800,12.25
22800,22802,10.16
22802,22801,8.83
22801,22798,11.18
22798,22797,9.89
22797,21899,8.54
21899,22796,5.84
22796,22795,11.9
22795,22792,7.16
22792,22788,7.83
22788,22786,6.33
22786,22789,6.4
22789,22791,6.18
22791,22794,6.05
22794,22793,6.67
22793,22790,5.72
22790,22787,5.02
22787,22785,3.32
22785,17399,4.64
22809,22810,3.87
22810,22811,4.43
22811,22813,3.81
22813,22814,2.69
22814,22818,2.35
22818,22825,2.1
22825,22835,2.32
22835,22838,2.42
22838,22840,2.75
22840,22836,3.62
22836,22834,3.13
22834,22833,2.66
22833,22831,4.57
22831,22829,3.51
22829,22827,1.7
22827,22821,3.46
22821,22815,3.87
22815,22816,4.72
22816,22824,6.27
22824,22826,3.64
22826,22828,2.67
22828,22832,2.4
22832,22830,2.75
22920,22921,7.5
22921,22922,7.96
22922,22923,11.85
22923,22924,8.19
22924,22929,9.21
22929,22945,7.97
22945,22944,6.35
22944,22943,5.6
22943,22941,6.08
22941,10347,1.69
10347,22930,2.13
22930,22919,5.93
22919,22918,6.52
22918,22916,4.47
22916,22915,4.72
22915,22914,4.65
22914,22912,5.35
22912,22910,8.81
22910,22908,11.8
22908,22907,6.45
22907,22905,7.1
22905,22900,7.97
22900,22890,7.58
22890,22883,6.03
22883,22882,3.25
22882,2109,18.24
22955,22953,61.53
22953,22951,9.9
22951,22947,8.67
22947,22942,8.08
22942,22920,13.48
22920,22917,7.73
22917,22913,12.36
22913,22911,11.69
22911,22909,12.68
22909,22906,12.93
22906,22904,5.03
22904,22903,0.91
22903,22897,3.82
22897,22888,9.45
22888,22881,6.44
22881,22879,9.22
22879,22869,6.83
22869,22866,3.92
22866,22865,1.97
22865,22857,2.21
22857,22854,1.92
22854,22841,10.57
22841,22830,2.2
22830,22817,2.91
22817,22806,6.71
22806,22803,5.52
22803,22796,3.65
10347,22946,7.31
22946,22954,45.82
22954,2111,9.58
22962,22959,3.8
22959,22958,4.28
22958,22956,2.93
22956,22955,2.87
22943,22948,10.01
22948,22952,11.91
22952,4780,50.71
4780,7181,23.27
22833,22823,2.13
22823,22812,2.71
22812,22807,4.69
22807,22804,5.24
22804,22801,3.78
22837,22820,7.23
22820,22809,5.87
22809,22805,7.24
22805,22799,7.4
22799,4360,19.02
22851,22849,1.39
22849,22847,1.71
22847,22845,2.17
22845,22843,2.41
22843,22839,1.95
22839,22829,2.33
22882,22880,5.71
22880,22874,4.51
22874,22872,3.38
22872,22848,14.56
22848,22837,8.22
22837,22819,7.03
22819,22808,8.0
22808,2108,4.89
22876,22870,4.78
22870,22868,3.91
22868,22858,4.7
22858,22850,4.24
22850,22846,4.09
22846,22844,3.19
22844,22842,2.04
22842,22838,0.74
9203,9193,6.73
9193,9190,6.33
9190,9188,6.34
9188,9187,7.7
9187,9189,7.7
9189,9192,7.7
9192,9202,7.69
9202,9207,7.68
9207,2743,5.07
2743,9209,5.06
9209,9211,2.6
9211,9213,2.59
9213,9214,4.46
9214,9216,4.86
9216,20704,4.87
20704,20706,4.88
20706,20707,7.31
20707,20709,7.31
20709,20710,7.32
20710,20708,7.31
20708,20705,7.31
20705,20698,7.3
20698,9217,6.68
9217,9212,6.67
9212,9208,6.67
9208,9206,6.67
9206,9203,6.74
13974,9200,11.35
9200,9206,17.92
9191,9195,40.64
9185,9193,18.99
13994,20698,22.01
13984,9188,17.48
9213,9215,12.16
9215,20702,40.31
20702,21175,13.75
13992,9191,12.66
9191,9201,5.39
9201,9207,11.08
20721,20702,38.87
20702,9194,36.96
9194,13982,7.49
9209,9210,13.94
9210,9195,38.74
9195,9194,10.06
5251,21173,7.3
21173,20721,13.35
20721,20694,50.38
20694,9214,13.54
10135,20714,16.63
20714,20711,4.64
20711,20706,20.25
19958,5687,17.53
10145,19959,3.96
19959,2633,54.01
2633,19960,46.62
19960,19961,38.68
19961,2634,33.19
2634,19962,60.96
19962,19963,48.26
19963,18378,16.65
21137,21139,35.98
21139,23675,22.09
23675,21135,21.11
21135,21133,2.06
21133,23619,34.61
17441,542,8.59
542,23999,1.9
23999,534,3.12
534,10141,9.38
5687,19960,3.63
21807,10140,6.74
10140,706,4.48
706,10137,38.28
10137,10136,32.83
10136,19371,47.1
19371,573,111.41
573,7140,36.14
7140,7138,5.79
7138,7139,8.85
7139,546,12.15
546,3861,62.68
3861,10141,7.36
10141,561,17.74
561,528,19.69
528,533,19.06
533,23617,23.36
23617,19359,101.02
19359,23618,19.29
23618,19116,2.44
19116,13858,11.14
13858,10142,2.69
10142,23616,40.03
23616,10073,30.33
10073,10147,1.65
10147,10143,45.63
10143,10144,44.15
10144,23615,37.96
23615,23859,6.26
10146,23671,21.95
23671,10147,19.85
17749,17750,37.23
17750,17751,59.07
17751,17752,18.64
17752,11246,35.88
11246,2899,34.46
2899,18135,154.07
18135,18136,66.92
18136,18137,42.35
18137,11241,38.8
11241,18138,38.48
18138,7566,19.87
7566,11239,17.74
11239,18139,17.89
18139,11240,40.5
11240,18140,24.35
18140,18141,15.84
18141,2300,10.93
2300,11238,6.46
11238,11237,19.52
11237,11236,6.42
11236,18142,55.48
18142,18143,29.0
18143,18144,51.07
18144,11235,38.33
11235,7170,53.66
5205,18145,9.03
18145,5203,57.53
5203,5204,54.16
5204,18146,37.62
18146,2897,59.13
13292,13293,39.61
13294,13295,46.7
11260,13302,59.3
13302,13298,35.94
13298,13303,23.07
13303,13296,14.71
13296,10801,2.22
10801,10806,2.03
10806,10807,3.88
10807,10805,4.5
10805,13297,4.48
13297,10804,8.76
10804,24,10.41
13295,13298,16.58
11260,10816,13.87
10816,13299,7.48
13299,10818,14.8
10818,13300,13.61
13300,15364,6.22
15364,13301,9.19
13301,15365,12.73
15365,15366,8.6
13303,10808,2.3
10808,13304,3.72
13304,10809,5.79
10809,13305,6.5
13305,13306,7.43
13306,13307,9.85
13307,10810,10.61
10810,13308,12.88
13308,10815,7.1
10815,10812,4.22
10812,13309,4.06
13309,10811,4.96
10811,10814,4.8
10814,10813,6.73
10813,13310,6.49
13310,13311,15.53
13311,13313,17.81
11248,13678,16.99
13678,13313,25.72
13313,10349,11.52
10349,11260,5.39
13311,13316,10.52
13316,10666,4.63
10666,13314,4.94
13314,10671,15.94
10671,13315,2.36
13315,10674,4.36
10674,23552,2.89
23552,10673,2.85
10673,23554,4.44
23554,10672,4.24
10672,10675,2.97
10675,10681,2.41
10681,13322,2.53
13322,23555,49.64
23555,10664,24.6
10664,23556,7.34
23556,10682,7.53
10682,23557,7.83
23557,13324,9.66
13324,10680,7.61
10680,10679,14.49
10679,13325,8.39
13325,10677,9.34
10677,10678,9.22
10678,13679,13.07
13679,10676,13.54
10676,13681,13.2
13681,13689,16.74
13689,15366,19.31
15366,13683,3.34
13683,10799,9.28
10799,13680,7.62
13680,13682,12.58
13682,13684,37.62
13684,13685,6.75
13685,10802,4.23
10802,13686,4.21
13686,13687,6.12
13687,13690,5.3
13690,10803,7.39
10803,24,10.38
13314,10667,2.0
10667,10665,2.52
10665,10668,4.51
10668,13678,18.85
13301,13689,10.74
13692,21410,105.68
21410,13693,9.76
13693,13698,9.54
13698,19986,7.22
19986,13702,7.22
13702,19984,8.45
19984,13697,8.64
13697,19983,11.68
19983,13703,13.41
13703,10825,18.07
10825,13699,3.86
13699,10865,6.79
10865,13700,11.41
13700,10863,12.23
10863,13704,12.12
13704,10862,13.95
10862,13705,14.67
13705,10819,10.55
10819,19982,2.47
19982,18695,14.35
18695,18696,18.46
18696,19981,13.61
19981,13710,14.34
13710,10855,10.28
10855,19980,0.53
19980,13711,15.08
13711,13706,19.39
13692,17765,14.8
17765,13716,6.64
13716,13720,9.49
13720,22777,16.39
22777,13714,12.87
13714,13715,14.57
13715,13723,6.97
11247,10833,8.78
10833,21408,26.06
21408,22778,3.08
11231,10906,6.65
10906,595,19.05
595,10907,5.77
10907,13717,62.03
13717,10798,114.61
10798,13719,1.62
13719,13718,7.45
19398,10703,4.33
10703,13293,5.29
13293,10704,4.98
10704,10774,4.77
10774,10705,6.13
10705,10707,7.43
10707,10706,10.0
10706,13718,9.56
13718,14935,19.93
14935,10710,7.27
10710,11233,11.23
11233,19397,17.23
19397,10701,10.21
10701,13722,15.24
13722,10702,4.87
10702,19398,5.34
10723,13726,2.24
13726,13727,6.2
13727,10766,11.44
10766,10761,4.27
10761,10765,3.84
10765,13728,3.71
13728,10762,2.98
10762,10763,2.88
10763,10758,2.73
10758,10764,3.1
10764,10759,4.48
10759,10760,4.93
10760,13729,9.36
13729,10757,16.64
10757,13730,15.63
13730,10754,11.33
10754,10756,6.3
10756,10755,9.26
10755,13731,9.18
13731,10747,117.6
10747,20059,16.55
13294,13738,32.04
13738,13734,10.94
13734,13735,39.78
13736,13737,29.82
13737,13738,42.1
13738,13706,20.21
13737,20045,7.05
13742,10936,3.87
10936,10938,3.78
10938,10937,3.62
10937,13743,3.5
21402,11080,19.21
13292,3643,9.47
13753,11232,21.47
13712,7457,1552.61
7457,10121,31.3
6399,19775,3.81
19775,22292,31.94
22292,22293,66.86
22293,22294,43.33
22294,23801,28.66
23801,22295,5.32
9903,5863,122.76
5863,5878,17.26
5878,5864,44.14
5864,5865,34.77
5865,5866,10.38
5866,5874,23.03
5878,5879,25.54
5879,5880,129.41
5880,5884,3.43
5884,5885,119.18
5885,5881,66.83
5881,5883,6.82
5883,11021,34.95
5868,5884,14.63
5884,5886,13.63
5862,15172,7.68
15172,5897,18.81
14364,14365,7.7
14365,14366,7.72
14366,14367,7.73
14367,5897,7.74
5897,5898,6.5
5898,5899,6.5
5899,5900,6.5
5900,5901,6.49
5901,14360,6.48
14360,14361,6.47
14361,14362,6.49
14362,14363,6.49
14363,5907,6.5
5907,5902,7.73
5902,5903,7.74
5903,5904,7.73
5904,5905,7.72
5905,5906,7.71
5906,14364,7.7
5907,5908,7.1
6926,14883,42.13
14883,17115,22.01
17115,17116,36.84
17116,17117,13.23
17117,17118,19.1
17118,2978,22.36
2782,5446,38.84
5446,5447,40.44
5447,5448,15.32
5448,5449,29.11
5449,5450,21.83
5450,5451,5.84
5451,5452,204.29
5446,5453,25.34
5453,5454,48.19
5454,5455,9.89
5455,5456,42.06
5456,5457,26.12
5457,5458,42.66
5458,5475,15.61
5475,5459,26.57
5459,5460,51.95
5460,2796,16.88
2796,5461,9.77
5461,5462,54.13
5462,5463,59.52
5463,20551,27.02
20551,18700,4.89
5461,5465,108.98
5465,5466,26.35
5466,5467,18.65
5467,5468,14.23
5468,18701,11.79
18701,5469,17.25
5469,2779,39.88
5469,5471,5.31
5471,5470,49.89
5454,5476,62.22
5476,5471,132.09
5466,5472,13.21
5472,5473,28.6
5473,5474,22.32
5474,2787,28.39
5475,5476,110.69
5477,6517,5.15
6517,5478,52.22
5478,5479,35.68
5479,5480,46.81
5480,5462,19.45
14352,14353,6.63
14353,14354,6.63
14354,5886,6.65
5886,14355,6.65
14355,5887,6.65
5887,5888,6.64
5888,5889,6.63
5889,5890,6.63
5890,5891,6.61
5891,5892,6.63
5892,14356,6.62
14356,14357,6.64
14357,14358,6.65
14358,14359,6.66
14359,5908,6.65
5908,5893,6.63
5893,5894,6.63
5894,5895,6.63
5895,5896,6.61
5896,14352,6.61
23677,23678,33.58
23679,18240,72.21
12019,12020,39.96
12020,22546,7.95
22546,22550,8.09
22550,22547,15.09
22547,22548,4.55
22548,22740,12.17
22740,22739,5.69
22739,22545,4.75
22545,772,18.95
2107,23997,2.32
23997,4269,0.55
19596,12426,128.02
12426,12427,188.8
12427,12417,23.05
12417,12430,45.91
12430,12416,109.24
12416,12422,21.82
12422,12419,16.2
12419,12415,72.87
12415,12432,25.3
12432,12420,10.01
5855,5857,43.5
19646,12426,106.37
5855,5854,2.73
5854,20932,52.71
5853,5856,45.46
5856,20933,9.62
20933,5859,41.6
5859,20934,4.09
5857,5858,33.27
5858,5860,20.92
19646,12972,154.65
12972,12794,16.5
12794,12601,14.66
12601,13278,21.99
4856,4855,24.24
4855,4874,63.04
4874,4857,8.1
4857,4876,5.19
4876,4858,47.74
4858,2728,8.84
2728,2721,32.37
2705,2710,16.44
5833,5834,5.05
5834,5835,125.43
5022,5023,2.92
5023,5025,2.62
5025,5026,2.73
5026,5027,4.33
5027,5024,5.86
5024,5019,43.28
5019,5018,36.83
5018,5015,32.1
5015,5014,38.2
5016,5017,11.69
5017,5020,57.31
5020,5021,8.76
5021,5022,2.78
5022,5028,7.69
5028,5029,4.72
5029,5032,50.36
19409,19408,16.28
19408,19407,47.53
7042,5848,24.35
5848,5849,12.14
14078,14077,19.18
14077,14076,6.48
5048,5050,25.83
5055,5051,167.51
5051,5050,20.03
23804,23803,10.81
23803,23802,13.05
23807,23806,15.53
23806,23805,5.19
23805,23804,5.32
23813,23812,33.85
23812,23811,38.89
23811,23810,26.84
23810,23809,15.06
23809,23808,21.09
3457,3455,121.71
3454,3456,130.25
3439,3449,96.43
3443,3444,8.42
3444,3451,101.4
5662,5665,16.14
5665,5671,7.64
5671,23676,19.14
23676,19958,5.21
462,464,6.0
464,465,9.87
465,466,17.65
466,467,24.01
467,468,14.52
6227,7621,17.71
7621,21896,6.73
21896,11059,14.12
11059,17430,106.39
17430,6228,4.92
23099,18833,203.92
19373,2645,47.24
2645,2646,4.17
2646,2647,9.8
15358,14894,95.48
14894,10315,4.03
3165,18370,10.99
18370,928,43.16
928,929,11.39
929,927,34.86
927,18371,85.88
18371,18372,12.9
18372,18373,30.94
18373,18374,30.33
18374,4602,23.07
14094,11160,91.7
11160,11162,118.68
11162,11164,88.3
11164,11165,96.29
11165,11166,68.99
11166,14623,65.48
14254,20729,75.95
20729,20730,145.24
649,650,71.64
650,21404,10.96
21404,652,66.52
652,651,28.74
2730,17895,111.97
17895,14867,43.76
14867,2792,85.37
12361,12358,57.42
12358,12359,23.76
12359,12360,29.44
9852,9205,61.66
17127,17123,53.1
21976,18385,2.24
18385,21992,81.02
21992,15442,5.25
21410,22779,28.86
14347,10277,13.47
10277,10278,17.97
10278,10279,1.76
10279,21087,7.77
21087,10281,13.57
10281,10282,8.4
10282,10283,9.22
10283,21086,14.6
21086,10284,6.46
10284,10285,17.19
10285,10286,6.42
10286,10287,11.28
10287,10288,24.32
10288,10289,8.29
10289,10290,7.79
10290,14310,11.83
5161,5160,12.61
7284,7283,11.76
7285,7284,19.69
3170,3169,135.26
3172,3171,4.42
6253,6252,42.92
8916,19272,72.93
19272,8915,40.77
8919,8918,30.79
8918,8917,79.99
16172,16171,91.5
16176,16175,39.71
16175,16177,23.02
16177,16173,9.85
4889,12298,14.46
12298,12297,6.66
12297,12299,14.66
12307,17856,7.68
9199,9198,29.31
9198,9197,21.35
9197,9196,31.64
15612,15608,14.15
15608,5651,14.87
5651,5650,12.21
5650,17138,51.11
17138,17137,76.71
17137,17136,26.68
17136,5647,20.22
15614,15615,4.98
15615,15613,16.74
15613,15611,11.52
15611,15610,13.28
15610,17142,59.98
17142,17141,66.16
17141,17139,21.82
17139,5648,13.62
5648,5649,16.84
6283,6282,102.1
6282,6281,207.62
14557,14555,8.87
4711,14578,7.82
6734,6350,4.05
6350,6349,10.02
6352,6351,3.56
6353,17841,26.09
21169,21168,51.3
21168,5622,112.84
5622,4196,3.95
4196,4193,5.17
4193,18151,4.42
21171,21170,63.93
21170,4184,117.65
4184,4189,4.83
4189,4185,5.37
4185,4186,28.7
4186,4187,120.94
4187,4188,3.7
2910,2911,4.59
2911,4209,136.61
4209,2907,4.03
18151,18150,112.51
19936,17444,9.28
17444,19935,2.87
19935,22299,8.84
22299,22298,0.35
22298,23708,6.69
23708,19973,7.3
20069,11249,7.19
11249,20067,2.55
17537,8463,57.19
8463,2513,46.15
2513,8462,18.17
8462,8461,39.08
8461,8456,24.7
8456,17538,2.44
17538,7169,6.5
7169,7168,11.87
7168,7164,6.73
7164,5610,19.49
5610,5611,8.25
5607,7161,11.13
7161,17528,76.47
17528,17531,33.24
11852,11851,10.62
11851,11850,27.8
11850,11849,17.75
11849,11848,130.57
11857,11856,76.16
11856,11855,179.26
11855,11854,68.16
11861,11860,85.3
11860,11853,34.21
11853,11859,126.67
11859,11858,85.75
17146,18340,5.75
18340,17145,36.31
17145,17144,48.31
17149,17148,45.25
17148,18339,36.61
18339,17147,2.85
20380,18291,67.82
18291,20379,8.17
20379,18281,98.34
18281,18284,2.24
18287,18286,3.57
18286,20382,111.27
20382,18292,8.68
18292,20381,63.3
5137,11090,52.44
5140,11084,0.77
11084,5139,50.48
9072,5572,17.66
5572,5529,64.75
5529,9073,22.9
9073,9070,59.12
9070,18381,25.34
18381,9069,2.02
9069,18380,6.35
18380,11373,75.03
11373,11375,18.4
11375,9068,150.6
9068,12641,3.12
12641,5138,4.36
5138,10778,65.2
10778,5137,31.64
9960,9959,62.34
2803,6934,0.99
6934,2701,88.08
2701,14700,51.62
14700,2702,0.67
2702,2703,6.11
2703,1518,3.6
1518,14689,3.73
14689,1519,28.07
1519,2804,58.92
3013,3016,49.88
3016,3017,2.73
3017,14711,13.51
14711,3023,37.17
3023,3024,44.92
3024,14701,5.36
14701,19271,18.64
19271,2686,56.98
2686,2687,8.8
2687,2688,49.87
2688,2696,10.02
2696,2697,70.03
2697,2694,5.56
2694,14699,2.48
14699,2693,6.07
2693,2692,69.55
2692,6935,65.31
6935,6933,2.75
12066,12053,6.43
12053,23878,94.16
23878,23877,64.02
23877,1983,8.49
1983,2003,7.52
2003,1973,54.53
1973,1980,37.93
1980,1979,9.01
1979,23711,2.66
23711,4527,1.41
4527,1383,30.46
1383,23861,3.9
23861,23862,50.15
23862,23863,7.41
23863,12984,8.17
5595,12923,4.57
12923,12924,10.02
12924,12926,15.21
12926,12925,43.02
12925,12982,30.38
12982,12981,22.69
12981,12980,21.97
12980,12979,19.21
12979,12978,35.64
12978,12977,28.22
12977,12927,29.95
12927,23835,34.47
23835,12976,2.0
18489,18488,46.75
18488,18487,2.28
18487,18486,2.68
